objective_version,instance_signature,population_size,mutation_rate,stagnation_k,seed,fitness,generations,elapsed_s
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,176,0.0617683261540186,30,0,0.014772212214,65,577.664
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,176,0.0617683261540186,30,42,0.041717408329,75,665.470
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,176,0.0617683261540186,30,99,0.024787342403,67,588.415
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,183,0.05306990459802581,45,0,-0.006731548402,107,629.884
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,183,0.05306990459802581,45,42,0.034361094627,80,230.923
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,183,0.05306990459802581,45,99,0.032504134455,108,311.004
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,188,0.05748609980241278,39,0,-0.000103106221,69,208.742
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,188,0.05748609980241278,39,42,0.043509362035,72,212.437
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,188,0.05748609980241278,39,99,0.034648347475,69,200.711
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,179,0.05280868822211533,35,0,-0.013227115975,76,215.168
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,179,0.05280868822211533,35,42,0.007513985892,64,182.303
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,179,0.05280868822211533,35,99,0.018935225806,84,232.572
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,196,0.05955817424415821,35,0,0.004733215191,102,325.238
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,196,0.05955817424415821,35,42,0.034617282211,64,196.409
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,196,0.05955817424415821,35,99,0.034143437583,67,653.917
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,179,0.05049960986653333,30,0,0.006920960748,98,1004.292
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,179,0.05049960986653333,30,42,0.027992989950,83,855.786
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,179,0.05049960986653333,30,99,0.014999386049,58,525.763
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,175,0.05319348348222236,37,0,0.006900978994,104,936.997
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,175,0.05319348348222236,37,42,0.017894297357,84,777.466
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,175,0.05319348348222236,37,99,0.017458567502,104,345.835
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,183,0.056260548414056866,34,0,0.008731685213,91,268.987
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,183,0.056260548414056866,34,42,0.035579130925,77,222.479
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,183,0.056260548414056866,34,99,0.035245334452,60,262.163
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,178,0.08795009250984695,25,0,0.013604796619,61,206.013
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,178,0.08795009250984695,25,42,0.016154308673,58,184.694
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,178,0.08795009250984695,25,99,0.029925826502,52,193.878
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,173,0.05222413012724498,41,0,0.019557945810,78,274.506
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,173,0.05222413012724498,41,42,0.039421591779,86,293.698
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,173,0.05222413012724498,41,99,0.003929388082,113,377.074
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,186,0.0540973562982516,28,0,0.014650704941,80,260.036
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,186,0.0540973562982516,28,42,0.034444867397,61,165.456
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,186,0.0540973562982516,28,99,0.033401227118,54,141.619
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,189,0.05639792618718954,39,0,-0.003180164286,86,236.191
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,189,0.05639792618718954,39,42,0.021399803804,121,327.878
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,189,0.05639792618718954,39,99,0.019529174045,69,180.975
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,180,0.05000281250883057,49,0,-0.010902059257,126,335.422
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,180,0.05000281250883057,49,42,0.035634310815,82,213.208
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,180,0.05000281250883057,49,99,0.004580411917,86,223.603
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,180,0.05134317994065271,49,0,-0.010674932448,128,333.662
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,180,0.05134317994065271,49,42,0.027839381908,79,199.662
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,180,0.05134317994065271,49,99,0.008929742192,79,203.588
